,State,State Code,City,Occupation Code,Occupation,Employment Count,Average Hourly Wages,Average Annual Wages
144519,VA,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",15-1142,Network and Computer Systems Administrators,2160,39.69,82560
144520,VA,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",15-1143,Computer Network Architects,1140,45.79,95250
144521,VA,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",15-1151,Computer User Support Specialists,3290,24.55,51060
144522,VA,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",15-1152,Computer Network Support Specialists,710,28.19,58640
144523,VA,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",15-1199,"Computer Occupations, All Other",2440,42.75,88910
144524,VA,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",15-2031,Operations Research Analysts,**,47.1,97970
144525,VA,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",15-2041,Statisticians,**,30.7,63870
145098,VA,49020,"Winchester, VA-WV",15-0000,Computer and Mathematical Occupations,880,39.54,82250
145099,VA,49020,"Winchester, VA-WV",15-1121,Computer Systems Analysts,110,38.96,81030
145100,VA,49020,"Winchester, VA-WV",15-1131,Computer Programmers,**,35.72,74300
145101,VA,49020,"Winchester, VA-WV",15-1132,"Software Developers, Applications",100,45.85,95370
145102,VA,49020,"Winchester, VA-WV",15-1133,"Software Developers, Systems Software",**,51.49,107090
145103,VA,49020,"Winchester, VA-WV",15-1134,Web Developers,30,29.37,61080
145104,VA,49020,"Winchester, VA-WV",15-1142,Network and Computer Systems Administrators,100,42.63,88680
145105,VA,49020,"Winchester, VA-WV",15-1143,Computer Network Architects,**,58.58,121850
145106,VA,49020,"Winchester, VA-WV",15-1151,Computer User Support Specialists,140,23.51,48900
145107,VA,49020,"Winchester, VA-WV",15-1199,"Computer Occupations, All Other",200,43.35,90160
145383,VT,72400,"Burlington-South Burlington, VT",15-0000,Computer and Mathematical Occupations,4810,36.05,74970
145384,VT,72400,"Burlington-South Burlington, VT",15-1121,Computer Systems Analysts,440,39.63,82430
145385,VT,72400,"Burlington-South Burlington, VT",15-1122,Information Security Analysts,40,39.51,82180
145386,VT,72400,"Burlington-South Burlington, VT",15-1131,Computer Programmers,360,34.31,71370
145387,VT,72400,"Burlington-South Burlington, VT",15-1132,"Software Developers, Applications",510,46.08,95840
145388,VT,72400,"Burlington-South Burlington, VT",15-1133,"Software Developers, Systems Software",640,43.28,90020
145389,VT,72400,"Burlington-South Burlington, VT",15-1141,Database Administrators,140,38.22,79490
145390,VT,72400,"Burlington-South Burlington, VT",15-1142,Network and Computer Systems Administrators,850,36.54,75990
145391,VT,72400,"Burlington-South Burlington, VT",15-1143,Computer Network Architects,70,44.23,92010
145392,VT,72400,"Burlington-South Burlington, VT",15-1151,Computer User Support Specialists,880,26.03,54130
145393,VT,72400,"Burlington-South Burlington, VT",15-1152,Computer Network Support Specialists,210,26.05,54180
145394,VT,72400,"Burlington-South Burlington, VT",15-1199,"Computer Occupations, All Other",300,33.62,69940
145395,VT,72400,"Burlington-South Burlington, VT",15-2031,Operations Research Analysts,60,42.14,87640
145776,WA,13380,"Bellingham, WA",15-0000,Computer and Mathematical Occupations,1280,36.46,75840
145777,WA,13380,"Bellingham, WA",15-1121,Computer Systems Analysts,170,35.79,74440
145778,WA,13380,"Bellingham, WA",15-1131,Computer Programmers,50,52.99,110220
145779,WA,13380,"Bellingham, WA",15-1132,"Software Developers, Applications",310,47.59,98990
145780,WA,13380,"Bellingham, WA",15-1133,"Software Developers, Systems Software",90,41.14,85570
145781,WA,13380,"Bellingham, WA",15-1134,Web Developers,50,30.31,63050
145782,WA,13380,"Bellingham, WA",15-1142,Network and Computer Systems Administrators,110,33.33,69330
145783,WA,13380,"Bellingham, WA",15-1151,Computer User Support Specialists,270,23.84,49580
145784,WA,13380,"Bellingham, WA",15-1152,Computer Network Support Specialists,40,25.18,52380
145785,WA,13380,"Bellingham, WA",15-1199,"Computer Occupations, All Other",100,32.21,67000
146107,WA,14740,"Bremerton-Silverdale, WA",15-0000,Computer and Mathematical Occupations,1720,39.98,83160
146108,WA,14740,"Bremerton-Silverdale, WA",15-1111,Computer and Information Research Scientists,90,43.39,90250
146109,WA,14740,"Bremerton-Silverdale, WA",15-1121,Computer Systems Analysts,140,36.4,75710
146110,WA,14740,"Bremerton-Silverdale, WA",15-1131,Computer Programmers,40,36.36,75620
146111,WA,14740,"Bremerton-Silverdale, WA",15-1132,"Software Developers, Applications",300,50.56,105170
146112,WA,14740,"Bremerton-Silverdale, WA",15-1133,"Software Developers, Systems Software",70,50.76,105570
146113,WA,14740,"Bremerton-Silverdale, WA",15-1134,Web Developers,90,34.92,72630
146114,WA,14740,"Bremerton-Silverdale, WA",15-1142,Network and Computer Systems Administrators,100,35.14,73090
146115,WA,14740,"Bremerton-Silverdale, WA",15-1151,Computer User Support Specialists,220,24.98,51960
146116,WA,14740,"Bremerton-Silverdale, WA",15-1152,Computer Network Support Specialists,**,33.79,70280
146117,WA,14740,"Bremerton-Silverdale, WA",15-1199,"Computer Occupations, All Other",530,41.85,87040
146414,WA,28420,"Kennewick-Richland, WA",15-0000,Computer and Mathematical Occupations,1930,42.47,88350
146415,WA,28420,"Kennewick-Richland, WA",15-1121,Computer Systems Analysts,310,44.83,93250
146416,WA,28420,"Kennewick-Richland, WA",15-1122,Information Security Analysts,140,51.08,106240
146417,WA,28420,"Kennewick-Richland, WA",15-1131,Computer Programmers,40,*,*
146418,WA,28420,"Kennewick-Richland, WA",15-1132,"Software Developers, Applications",290,46.56,96840
146419,WA,28420,"Kennewick-Richland, WA",15-1133,"Software Developers, Systems Software",60,47.92,99670
146420,WA,28420,"Kennewick-Richland, WA",15-1141,Database Administrators,30,40.71,84670
146421,WA,28420,"Kennewick-Richland, WA",15-1142,Network and Computer Systems Administrators,230,40.73,84730
146422,WA,28420,"Kennewick-Richland, WA",15-1143,Computer Network Architects,80,40.43,84100
146423,WA,28420,"Kennewick-Richland, WA",15-1151,Computer User Support Specialists,260,26.95,56060
146424,WA,28420,"Kennewick-Richland, WA",15-1199,"Computer Occupations, All Other",160,43.44,90360
146425,WA,28420,"Kennewick-Richland, WA",15-2031,Operations Research Analysts,60,34.12,70960
146748,WA,31020,"Longview, WA",15-0000,Computer and Mathematical Occupations,290,33.86,70430
146749,WA,31020,"Longview, WA",15-1121,Computer Systems Analysts,40,36.99,76950
146750,WA,31020,"Longview, WA",15-1142,Network and Computer Systems Administrators,60,34.96,72710
146751,WA,31020,"Longview, WA",15-1151,Computer User Support Specialists,80,28.01,58270
146956,WA,34580,"Mount Vernon-Anacortes, WA",15-0000,Computer and Mathematical Occupations,540,36.1,75090
146957,WA,34580,"Mount Vernon-Anacortes, WA",15-1121,Computer Systems Analysts,80,40.29,83800
146958,WA,34580,"Mount Vernon-Anacortes, WA",15-1132,"Software Developers, Applications",60,52.24,108670
146959,WA,34580,"Mount Vernon-Anacortes, WA",15-1142,Network and Computer Systems Administrators,100,31.86,66260
146960,WA,34580,"Mount Vernon-Anacortes, WA",15-1151,Computer User Support Specialists,150,27.34,56870
146961,WA,34580,"Mount Vernon-Anacortes, WA",15-1152,Computer Network Support Specialists,40,28.25,58760
146962,WA,34580,"Mount Vernon-Anacortes, WA",15-1199,"Computer Occupations, All Other",40,39.08,81290
147230,WA,36500,"Olympia-Tumwater, WA",15-0000,Computer and Mathematical Occupations,5520,38.73,80560
147231,WA,36500,"Olympia-Tumwater, WA",15-1121,Computer Systems Analysts,1640,36.53,75980
147232,WA,36500,"Olympia-Tumwater, WA",15-1131,Computer Programmers,150,40.14,83480
147233,WA,36500,"Olympia-Tumwater, WA",15-1132,"Software Developers, Applications",270,45.91,95490
147234,WA,36500,"Olympia-Tumwater, WA",15-1133,"Software Developers, Systems Software",**,49.58,103140
147235,WA,36500,"Olympia-Tumwater, WA",15-1134,Web Developers,50,29.49,61340
147236,WA,36500,"Olympia-Tumwater, WA",15-1141,Database Administrators,40,36.54,76000
147237,WA,36500,"Olympia-Tumwater, WA",15-1142,Network and Computer Systems Administrators,280,37.38,77760
147238,WA,36500,"Olympia-Tumwater, WA",15-1143,Computer Network Architects,1650,41.84,87020
147239,WA,36500,"Olympia-Tumwater, WA",15-1151,Computer User Support Specialists,610,26.26,54630
147240,WA,36500,"Olympia-Tumwater, WA",15-1152,Computer Network Support Specialists,**,28.29,58850
147241,WA,36500,"Olympia-Tumwater, WA",15-1199,"Computer Occupations, All Other",150,37.11,77190
147242,WA,36500,"Olympia-Tumwater, WA",15-2041,Statisticians,120,*,*
147591,WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",15-0000,Computer and Mathematical Occupations,128040,54.62,113610
147592,WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",15-1111,Computer and Information Research Scientists,1070,69.48,144530
147593,WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",15-1121,Computer Systems Analysts,12840,48.02,99870
147594,WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",15-1122,Information Security Analysts,1520,51.06,106210
147595,WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",15-1131,Computer Programmers,9510,59.98,124750
147596,WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",15-1132,"Software Developers, Applications",47920,64.33,133810
147597,WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",15-1133,"Software Developers, Systems Software",13080,57.84,120310
147598,WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",15-1134,Web Developers,4690,46.71,97160
147599,WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",15-1141,Database Administrators,1750,48.8,101510
147600,WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",15-1142,Network and Computer Systems Administrators,6400,47.13,98030
147601,WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",15-1143,Computer Network Architects,4420,54.33,113010
147602,WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",15-1151,Computer User Support Specialists,10990,31.95,66450
147603,WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",15-1152,Computer Network Support Specialists,2620,39.45,82060
147604,WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",15-1199,"Computer Occupations, All Other",8150,45.59,94820
147605,WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",15-2011,Actuaries,140,55.88,116230
147606,WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",15-2021,Mathematicians,80,*,*
147607,WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",15-2031,Operations Research Analysts,2050,45.51,94650
147608,WA,42644,"Seattle-Bellevue-Everett, WA Metropolitan Division",15-2041,Statisticians,780,46.74,97220
148287,WA,44060,"Spokane-Spokane Valley, WA",15-0000,Computer and Mathematical Occupations,4850,34.81,72400
148288,WA,44060,"Spokane-Spokane Valley, WA",15-1121,Computer Systems Analysts,850,39.66,82480
148289,WA,44060,"Spokane-Spokane Valley, WA",15-1122,Information Security Analysts,100,47.79,99410
148290,WA,44060,"Spokane-Spokane Valley, WA",15-1131,Computer Programmers,230,32.62,67850
148291,WA,44060,"Spokane-Spokane Valley, WA",15-1132,"Software Developers, Applications",790,40.75,84770
148292,WA,44060,"Spokane-Spokane Valley, WA",15-1133,"Software Developers, Systems Software",240,46.31,96320
148293,WA,44060,"Spokane-Spokane Valley, WA",15-1134,Web Developers,200,30.02,62440
148294,WA,44060,"Spokane-Spokane Valley, WA",15-1141,Database Administrators,90,36.45,75820
148295,WA,44060,"Spokane-Spokane Valley, WA",15-1142,Network and Computer Systems Administrators,510,33.6,69890
148296,WA,44060,"Spokane-Spokane Valley, WA",15-1143,Computer Network Architects,120,45.21,94030
148297,WA,44060,"Spokane-Spokane Valley, WA",15-1151,Computer User Support Specialists,910,22.74,47300
148298,WA,44060,"Spokane-Spokane Valley, WA",15-1152,Computer Network Support Specialists,170,31.9,66340
148299,WA,44060,"Spokane-Spokane Valley, WA",15-1199,"Computer Occupations, All Other",510,30.63,63710
148300,WA,44060,"Spokane-Spokane Valley, WA",15-2031,Operations Research Analysts,60,37.73,78490
148301,WA,44060,"Spokane-Spokane Valley, WA",15-2041,Statisticians,**,43.84,91190
148771,WA,45104,"Tacoma-Lakewood, WA Metropolitan Division",15-0000,Computer and Mathematical Occupations,4710,38.84,80780
148772,WA,45104,"Tacoma-Lakewood, WA Metropolitan Division",15-1121,Computer Systems Analysts,470,41.83,87000
148773,WA,45104,"Tacoma-Lakewood, WA Metropolitan Division",15-1122,Information Security Analysts,**,35.89,74650
148774,WA,45104,"Tacoma-Lakewood, WA Metropolitan Division",15-1131,Computer Programmers,120,42.18,87740
148775,WA,45104,"Tacoma-Lakewood, WA Metropolitan Division",15-1132,"Software Developers, Applications",590,48.92,101750
148776,WA,45104,"Tacoma-Lakewood, WA Metropolitan Division",15-1133,"Software Developers, Systems Software",270,50.17,104350
148777,WA,45104,"Tacoma-Lakewood, WA Metropolitan Division",15-1134,Web Developers,160,35.31,73450
148778,WA,45104,"Tacoma-Lakewood, WA Metropolitan Division",15-1141,Database Administrators,60,39.96,83130
148779,WA,45104,"Tacoma-Lakewood, WA Metropolitan Division",15-1142,Network and Computer Systems Administrators,450,35.78,74420
148780,WA,45104,"Tacoma-Lakewood, WA Metropolitan Division",15-1143,Computer Network Architects,80,44.27,92070
148781,WA,45104,"Tacoma-Lakewood, WA Metropolitan Division",15-1151,Computer User Support Specialists,880,24.63,51240
148782,WA,45104,"Tacoma-Lakewood, WA Metropolitan Division",15-1152,Computer Network Support Specialists,220,29.95,62300
148783,WA,45104,"Tacoma-Lakewood, WA Metropolitan Division",15-1199,"Computer Occupations, All Other",600,37.35,77680
148784,WA,45104,"Tacoma-Lakewood, WA Metropolitan Division",15-2031,Operations Research Analysts,460,45.81,95280
148785,WA,45104,"Tacoma-Lakewood, WA Metropolitan Division",15-2041,Statisticians,40,36.58,76080
149228,WA,47460,"Walla Walla, WA",15-0000,Computer and Mathematical Occupations,270,34.71,72190
149229,WA,47460,"Walla Walla, WA",15-1121,Computer Systems Analysts,40,32.15,66880
149230,WA,47460,"Walla Walla, WA",15-1132,"Software Developers, Applications",40,43.82,91140
149231,WA,47460,"Walla Walla, WA",15-1151,Computer User Support Specialists,50,28.01,58260
149232,WA,47460,"Walla Walla, WA",15-1199,"Computer Occupations, All Other",50,36.87,76680
149407,WA,48300,"Wenatchee, WA",15-0000,Computer and Mathematical Occupations,500,34.5,71750
